content_names,content_dates,content_hits,content_coms
10,2017-06-07 07:00:06,11,"#27686번째사자후
오늘 여자친구와 논쟁이 있었어요. 사건의 발단은 여자친구의 약속 통보입니다. 여자친구가 다른친구들과 약속을 잡고 저에게 그냥 통보를 했어요. 그런데 그날은 저희가 만날 수 있는 날이라 저는 여자친구와의 만남을 기대하고 있었죠. 하지만 여자친구기 저에게 말도없이 약속을 잡아서 못만날 뻔 했습니다. 다행히 약속을 조금 미뤄서 저를 만나고 친구들을 만나기로 했습니다. 이 일이 있은 후 여자친구에게 그래도 약속을 집기전에 그날 애들이랑 약속을 잡으려고 하는데 괜찮냐는 식의 물음은 한번정도 해줘야하는거 아니냐고 했더니 허락받는거 같아사 싫다네요.
다른 커플분들은 어떻게 하나요? 그냥 통보하시는편인가요 아님 약속 잡기전에 미리 알려주시는 편인가요?"
11,2017-06-07 05:30:06,404,"#27683번째사자후
여러분 안녕~~~^~^ 
요즘 연애 제보를 보면 매번 이상한 연애를 하다가 자존감이 많이 떨어지신 분들이 많이 보여 용기를 내서 몇 자 써봅니다...

저는 2010년대 초반 왕십리 천하제일 똥차 컬렉터였습다..
(뭐 이런 표현을 싫어하신다는 분도 있지만 전 이 표현을 그냥 쓰겠습니다..)
뭐 어떤 응가트럭을 모았냐 물어보신다면 정말 어마어마한 사람들이 많았죠.. 뭐 큰거 몇개만 이야기하자면 크고작게 연애 내내 계속 돈을 빌려가더니 결국 몇백만원 빌려가놓고 갚으라고 딱한번 이야기 했더니 과에 김치년이라고 소문내고 다녔던 전남친, 마마보이여서 연애는 하고있지만 엄마한테 들키면 안되서 거의 랜선남친이었던 당시 스물여섯 전남친, 성도착증? 같은게 있어서 만나기만 하면 쎆쎆거려서 너무 징그러워 경찰서까지 가봤던 전남친, 싸우기만 하면 손부터 올라가는 알코올 중독 전남친... 뭐 등등 지네 다리만도 못한 사람들을 n번 만났었네요.. 이젠 오래되서 잘 기억도 안나는군요..ㅋ
여튼! 전 쓰레기 컬렉터였어요.. (쓰레기 미안)
하지만 지금은! 빠밤! 누구보다도 많이 사랑받는 연애를 하고있어요.. 그리고 3년의 연애를 종지부로 올 겨울에 결혼해요. 제가 지금의 시간이 흐르는동안 느끼고 생각했던 것들을 약간은 꼰대같을 수 있겠지만 이야기 하고 싶어요. 글이 길어지겠지만 참고 읽어주세요.
지금 이 사람을 만나기 시작할 땐, 저도 제가 이렇게 사랑받아도 될까라는 생각이 먼저였어요.. 내가 사랑했던 사람이 나를 함부로 대했던 그런 수많은 기억들 때문에 저도 모르게 자존감이 너무 낮아져 있었죠.. 나쁜건 그 사람들이었는데, 마치 내가 나쁜사람이라고 생각돼서, 나도 모르게 나를 사랑해주는 사람에게 미안하고 나의 존재에 대해 부끄러워 하진 않을까 그런 생각까지도 했었어요..
그렇게 몇 년동안 그 사람을 봐왔고, 그의 변함 없는 모습을 보면서, 그리고 제가 가지고 있던 상처를 없애줄 순 없지만 그것따위 아무것도 아니라고 생각하게 해주었기에 저는 점점 변했고, 나 자신을 사랑하게 되었고, 더 좋은 관계로 나아가게 되었던 것 같아요.. 

 사실은, 사람을 만나서 좋은 변화가 일어나는 것도 중요하지만, 정말 더 중요한 것은 조금이라도 '나 자신'에 대한 끝없는 믿음을 잃지 않는 것 같아요.. 제가 끝까지 저를 믿지 않았다면, 그래서 누군가를 사랑하는게 두려워서 시작하지 않았다면, 전 이런 행복을 모르고 그냥 똑같이 살아갔겠죠... 매번 상처만 받으면서..
포기하지 말고, 나는 좋은 사람이라고 믿고, 또 그렇게 더 행동하고, 그렇게 조금씩 변하면서 상처받고 작아져 있던 나 자신을 먼저 키워봐요.

더이상 누군가에 의해 상처받은 것을 자신의 잘못으로 돌리지 마세요. 관계를 유지하는 것은 노력이 필요하겠지만, 사람을 '만나는 것'은 적어도 노력에 비례하진 않는 것 같아요.. 나쁜 사람을 만나 마음이 아팠다면 그저 운이안좋았을 뿐 이예요. 길을 가다가 바닥에 있는 것을 미처 못보고 넘어진 것을 가지고 '다 내 잘못이야', 또는 '내가 부족해서 그래'하면서 하루종일 자책하는건 미련한 행동이잖아요? 그냥 '조금 조심해야겠다'정도가 적당하겠죠.. 그러니까  그런 쓰레기같은 기억들은 그냥 와 역시 세상은 넓다! 라고 생각하고 넘겨요:) 생각처럼 마음이 잘 따라주지 않겠지만, 꾹 참고 버텨요. 그저, 조금은 신중해야겠고, 미처 보지 못해 잘못된 관계가 되었다면 훌훌 털고 더 좋은 사람 만나겠지! 하면서요.

그리고, 그런 관계를 질질 끌면서 나 자신을 썩히지 말아요. 충분히 사랑받을 수 있는 사람이니까, 내가 너무 힘든 사랑이면, 내려놓아도 좋아요. 분명 좋은 사람이 당신의 길 끝에서 꽃다발을 들고 서 있어요."
12,2017-06-07 03:30:06,4,"#27679번째사자후
근데요 그 강남 8학군 가는게 그렇게 메리트가 있나요. 전 지방에서 와서 감이 잘 않오는데 위장전입 하고 막 그럴정도로 좋은(?)친구들을 많이 사귀는건가여"
13,2017-06-06 21:01:06,10,"#27657번째사자후
매일 걷던 길, 매일 가던 카페지만 매일, 아니 매번 새롭고 향기롭다
뜨거운 햇살이 어느 순간 따스해지고 강렬한 바람이 나를 품에 안아 감싼다
달라진 것은 내 옆에 너가 있다는 것 오직 하나 뿐인데
아무래도 나는 너를 내 생각보다도 더, 온몸으로 사랑하나보다"
14,2017-06-05 02:43:05,67,"#27592번째사자후
요즘들어 자존감이 많이 떨어져요..
남들이 보는 내가 너무 많이 신경쓰이고
자꾸 내가 별로인 사람 같네요..
뭘 어떻게 해야할지 모르겠는데
남들과 나를 자꾸 비교하게 되고 점점 작아지네요

내가 더 좋은 사람이면 좋겠어요
같이 있을 때 내가 좋은 사람임을 느낄 수 있게 해주는 사람이 있었으면 좋겠어요..

그냥 요즘 이런 생각이 많이 들어서 제보해요
이럴 땐 어떻게 해야하는걸까요?"
15,2017-06-04 21:56:56,9,"*구체적인 장소명은 OOO으로 필터링 처리되었습니다.

#27589번째사자후

안녕하세요. 서로 매너좀요

OOO 포털(?)을 보면 일주일에 2~3번은 누군가 뼈다귀 해장국을 시켜먹는거 같은데

제발!!!!!!! 신문지 같은걸로 덮어주세요!! 

날도 더워지는데 냄새도 나고 누군가 먹고 남은 뼈다귀를 보는게 고통입니다.

제발 !!! 음식 먹고나서 정리좀 합시다."
16,2017-06-03 21:28:09,90,"#27562번째사자후
입 싼 사람 진짜 싫다. 입이 깃털같다는거 알곤 있었지만 진짜 말하고 다닐게 있고 아닌게 있지 사람마음을 얼마나 가볍게 생각하면 여기저기 쫑알쫑알 학과 내 전체에 털고 다니니? 나잇값 좀 해. 진짜 정 뚝뚝 떨어지니까;"
17,2017-06-02 08:17:23,36,"#27538번째사자후
사람은 역시 술을 잘마셔야하나봐요.... 여기 사람들 왜 술 먹고 다 친해지죠? 과에 사람도 얼마 없는데.... 술 못 먹는 나 빼고 다 친해... 술자리에 분위기 잘 맞추는데 못 먹는 다니까 아예 부르지를 않아.... 그냥 내가 재미가 없나..? 내 소울 메이트 아니 그냥 친구는 다 어디갔어.... 술 안 먹는 고딩 때가 좋었어..... 술 싫어...:"
18,2017-06-01 16:26:17,7,"#27513번째사자후
직장생활 4년차
선악만큼 무의미한 게 없는 것 같다 절대 다수의 사람들은 이익과 권력에 따른 후 자신의 입장을 선이라고 포장한다
이런 생각을 하는 내 자신이 싫다 하지만 눈에 보이는 현실은 그렇다"
19,2017-05-31 23:42:31,37,"#27490번째사자후
부모가 지불한 집에서, 부모가 지불한 음식을 먹고, 부모가 지불한 옷을 입고, 부모가 지불한 학교를 다니면서 부모가 정해준 통금은 왜 지켜야 하냐고 난리치는 사람들을 보면 어이가 없음... 통금 지키기 싫으면 돈 벌어서 자신의 명의로 자취하세요 그럼 아무도 간섭 안 하니까..."
20,2017-05-31 23:42:28,41,"#27488번째사자후
3학년인 제가, 충분하진 않아도 지금까지 경험했던걸 생각해보면 강의력이 좋으셨던 교수님들은 100이면 100 '학생들 입장에서 생각해보시고, 더 좋은 방식으로 가르치시려는' 교수님들이었습니다. 학생들에게 무엇이 필요할지, 어떻게 하면 학생들이 좀 더 잘 습득할지를 조금이라도 더 고민하시고 수업에 오시는 분들이었죠. 이걸 증명할 순 없지만, 그 분들께서 간간히 학생들에게 물어보시는 거나, 말씀을 하시는 걸 들으면 느낄 수 있었습니다.
혹자는 교수의 역할이 애초에 '가르치는 것'만이 아니고, '연구하는 것'이라는 점에서 진짜 못들어줄 정도의 강의력까지도 옹호하는데, 개인적으로 생각하시엔 이런 부분은 교수의 태도에 달린 문제같습니다. 교수님들 연구하시는 것 정말 대단하시고, 존경합니다. 하지만, 교수님들께서 누릴 수 있는 안정감과 편안함이 안일함으로 이어지는 것 같아서 너무 아쉽고 가끔은 '내가 왜 고생해서 온 대학에서 이런 강의를 듣고, 비싼 돈 내고 이런 교육을 받아야 하는지' 회의감이 들기도 합니다. 교수님들께서 보다 책임감을 갖고, 학생들이 수업을 듣기 위해 그 자리에 앉아있기까지 얼마나 많은 시간과, 비용과, 열정을 투자했는지 조금만 생각해주신다면 감사할 것 같습니다.
물론 제가 교수가 되어보지 않아서 이런  말들을 쉽게 하는 것일 수도 있다고 생각합니다만, 적어도 학생들을 진정으로 생각하고 노력하시는 교수님들을 생각해보면, 교수님의 타고난 강의 실력보다도 학생들 대하시는 태도가 더 중요하지 않을까 하는 생각에 적어봤습니다."
21,2017-05-31 20:33:30,18,"#27487번째사자후
대숲지기들 수고해주셔서 감사해요!
저는 올해 한양대학교에 들어온 새내기에요. 요즘 부쩍 고민이 많아졌습니다.
한양대학교 학생 여러분들은 다들 학과를 원해서 들어오셨나요? 성적에 맞춰서 들어오셨나요? 저는 학과를 원해서 들어왔지만, 원하지 않게 되었어요.. 교수님들께서 제가 원하는 분야는 전망이 없는 분야라고 하시더라구요. 저는 고교시절 원하는 진로가 두가지였어요. 수학교육과를 가서 강사/선생이 되거나 지금 다니고 있는 학과로 와서 원하는 분야를 공부하거나...
근데 교수님들께서 그렇게 딱 잘라말하시니까 더 이상 제가 이 학과를 다닐 이유가 없게 된거죠.. 근데요, 이 고민은 좀 오래된 고민이에요. 학기 초에 이 이야기를 들었거든요.. 근데 그 때는 뭐 어딜가도 안배워본건 똑같은데 다니면서 배워보자라는 마인드였는데 최근에는 내가 굳이 왜 이 학과를 ? 이런 생각도 많이 드네요. 막 학과 사람들이 싫은건 아닌데 다 좋은 사람들인데, 진로에 대한 생각 때문에 전과나 반수를 생각하고 있어요. 그래서 학점 잘 받으려고 공부하고 있구요. 근데요. 전과를 하면, 2학년으로 들어가면 아는 사람도 없고해서 생활이 너무 힘들꺼같아 걱정중이에요. 전과가 아니라 반수를 하면 아마 수시로 반수를 할 꺼 같아요. 논술이나 학생부로.. 근데 반수를 하면 다 좋은데요.. 1년치 학비를 다 버린 느낌이고, 1학년 열심히 공부해서 받아놓은 학점 다 날라가는 것도 너무 아쉽고요... 그래서 그냥 지금 다니는 학과로 그냥 졸업을 해버릴까라는 고민도 드네요ㅠ 물론 하고싶은걸 하려면 무언가를 포기해야겠지만, 그 포기하는 것들의 가치 비교를 못하겠네여.. 다들 어떻게 생각하시는지 의견 여쭙고 싶어여..!
근데 진짜 막 생각하다보니까 우리나라는 헬조선이에요!!! 고등학생들이 어떻게 알아요 학과에 대해서... 직접 배워보지도 않았는데!! 근데 대학 학과 어디갈지 정해서 가래!!! 에잇!!!!! 교육정책 좀 바뀌어라!!!"
22,2017-05-31 19:00:35,8,"#27480번째사자후
안뇽
난 겁쟁이 중의 겁쟁이에요
음 감히 예상컨대 저보다 겁이 많은 사람은 3000명 중에 하나 될까말까 할걸요. 주사도 무서워서 보통 약만 타서 와요. 피보고 기절한 적도 있구요. 
귀도 너무 뚫고 싶은데 뚫는게 겁나서 동생 손잡고 가서 겨우 뚫었어욯... 
모든 병원이 무섭지만 특히 무서운 곳이 치관데요... 유치뽑으러 갔을 때나 충치치료할 때도 마취했고(아가용 바르는 약으로) 치료하는 내내 나한테 괜찮다 괜찮다 세뇌할 정도에요. 아 치과 너무 무서워요. 지금 이가 아픈데 가지도 못하겠고 치과안가고 계속 검색만 해보니가 심각한 사람 너무 많고 그것때문에 또 겁먹고 밤에 베개안고 막 울고ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 힝 나 오또캐... 지금 스트레스때문에 밥도 거의 못먹어요....
지금 위 아래 총 사랑니가 세 개가 났거나 나는 중인데요. 너무 무서워서 나도 겁 많은데 ~~했다 후기라도 듣고 싶어서요..................
지금 무서워서 잠 설친지 일주일 쨉니다. 살게 해주세요 제발...ㅠㅡㅠ"
23,2017-05-30 19:13:18,3,"#27446번째사자후
노영백 라운지 매트 깔린 곳 원래 낮잠 자라고 불 꺼놓은거 아닌가요??사람들 낮잠자고 있는데 불을 다켜버리시네요 이렇게 밝은 노영백라운지는 처음 봐요!"
24,2017-05-30 15:17:46,2,"#27440번째사자후
대-하!
대숲! 요즘에 그냥 드는 생각이 있어서 한양인들 생각은 어떤지 궁금해서 물어봐요! 여자친구 혹은 남자친구가 있는데 미팅에 나가고 싶어 하는 건 어떻게 봐야할까요? 
얼마 전에 여자친구가 흘러가면서 다른 미팅에 관련된 얘기를 하다가 오랜만에 미팅 나가보고 싶다고 말하길래 내가 있는데 왜 굳이 다른 남자랑 놀려고 나가는 미팅을 하고 싶냐고 서운한 티를 냈어요...ㅠ 뭐 나가고 싶어할 수도 있는데 막상 들으니까 서운하네요ㅠㅠㅠ 여자친구도 결국 그냥 해본 말이라고 미안하다고 하긴 했는데 그 이후에도 '그럴 수도 있지 않나...?' 라고 말하는 것도 좀 서운하네요
사람마다 생각차이라고 하던데 커플이 미팅에 나가는 거 어떻게 생각해요? 뭐 나갈 수 있다고 한다면 어떤 조건이 있어야 할까요? 대숲의 생각이 궁금해요!!!
(p.s. 물론 여자친구가 절 별로 안좋아하는 건 절대 아니에여!! 사이도 완전 좋고 정말 잘해주거든요ㅎㅎㅎ 자랑하고 싶을 만큼! 염장이었으면 미안합니다ㅠ)"
25,2017-05-30 04:33:06,9,"#27430번째사자후
당사자가 절 아는지 모르는지 모르겠지만 단도직입적으로 말하면 남자 채가서(?) 좋겠어요ㅎㅎㅎ
너무 화가 나고 많이 상처 받았는데도 그냥 참고 살았는데 헤어지고 꽤 지난 지금에도 열이 받아서 안되겠네요^^
어디인지는 말 안 하겠는데 열심히 일하고 배우라고 간 곳에서 하라는 건 안 하고 뭘한건지...ㅎ
물론 내가 만났던 그 사람 잘못이 더 커요
근데 당신도 난 진짜 이해가 되지 않아요
나이도 어느정도 있는거 같던데 어떻게 여자있는 남자랑 눈이 맞아요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그게 양심적으로 옳은 건 아니라고 충분히 판단할 수 있는거 아닌가??
처음에는 전남친한테 화가 났는데 이젠 당신한테도 화가 나네요 이해가 안가요ㅋㅋㅋㅋㅋㅋㅋ
저랑 그 사람이랑 헤어지기 전부터 둘이 쿵짝쿵짝거리다가 헤어지니까 바로 연락하고 지내던데요??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그때다 싶었어요? 분명 당신이 제 전남친을 알게 됐을 때 전 그 사람 옆에 버젓이 있었어요
저랑 그 사람이랑 만나고 있는 걸 알고 있음에도 불구하고 어떻게 여자있는 남자랑 잘해 볼 생각을 했는지 정말 이해가 되지 않아요
지금 잘된지 안된진 내가 그 쪽도 잘 모르고 전남친이랑도 연락을 안해서 모르겠지만 잘됐든 안됐든 당신은 나한테 정말 엄청난 상처를 줬어요
매일 밤 그 생각을 하면 정말 속상하고 마음아프고 어떻게 그럴 수 있을까 싶어서 울다가 자고 일어나서도 온통 그 생각만 들었어요
근데 어찌됐든 난 이미 헤어졌으니까 자격이 없으니까 가만히 있었는데 시간이 지나도 계속 너무 열이 받아서 안되겠네요
해코지를 하거나 그럴려고 하는 건 아니에요
다만, 양심의 가책을 뼈저리게 느꼈으면 해요
이제와서 이러는 게 무슨 소용인가 싶지만 원망할 수 밖에 없네요
둘이 제발 행복하지 마세요 치졸하지만 이렇게 밖에 바랄 수 밖에 없네요"
26,2017-05-30 00:37:50,5,"#27411번째사자후
왜 오빠는 나이가많아서 벌써 졸업한거에요.왜이렇게일찍 태어났어요 내가 이제 뭐좀 알거 알거같고 오빠랑 말 통할 거같은데 이제 왜 볼수없는거에요ㅠㅠ 
왜오빠는 벌써 취업한거에요 그래서 나랑 말도 안 통하게 만들었어요 내가 직장가면 오빠랑 말 통할 수 있을까요? 그땐 오빠랑 좀친해질 수 있을까요? 근데 그러기엔 오빠가 너무 멀리있어요 오바랑 연락하고싶은데 일년째 오빠는 뭐하고사는지내생각은 정말 한달에한번이라도 하긴하는지 모르잖아요 볼수있는 기회가 없어서 너무답답해요...ㅠㅠ
나한테 너무 관심이없으니까 가능성이 하나도 없으니까 자존심상하고 창피하고 오빠랑 내관계는 진짜 답이 없으니까 어디에 말도 못하겠어요,,,,
이때까지 나한테 좋아요눌러준적두 없구 생일축하한단 말도 맨날나만하고... 
작년에 오빠가 밥먹으면서 핸드폰만 봤던 게 아직도 생생해요 나한테 관심이 정말 없는거 나도 표현못했던거 다 아는데 그냥오빠가 왜이렇게좋은지모르겠다ㅠㅠ 이거보고오빠인거같으면 나밥한번만사줘요 진짜이쁘게하고나갈께요"
27,2017-05-29 23:13:32,164,"#27404번째사자후
안녕하세요 한양대학교 학우 여러분.
요즘 대숲을 보면 사는게 힘든 분들이 많은 것 같아요.
그렇죠 힘들죠. 살아가는 것 절대로 쉽지 않습니다. 사회라는 높은 벽에 수없이 부딪치고도 많은 벽들이 남아있는게 현실이죠.
이런 분들께 추천하고 싶은 노래가 하나 있어요.
My Chemical Romance라는 밴드의 Welcome To The Black Parade 라는 노래에요.
노래를 들어보시면 We'll carry on 이라는 가사가 나와요. 앞으로 계속 나아간다는 뜻이죠.
우리 앞으로 나아갑시다. 힘들고 지친거 압니다. 그래도 나아가야 해요.
왜냐고요?
왜냐면 우리, 이 세상에 태어났잖아요. 지금은 더럽고 불공평하고 비참해 보일 수 있어요. 그렇지만 저는 아직 우리가 태어난 이 세상은 그렇게 더럽고 불공평하고 비참하지 않다고 저는 믿어요. 아니 확신합니다.
여러분. 조금만 힘을 더 내주세요. 여러분이 있기에 이 세상이 있고 이 세상이 있기에 여러분이 있습니다. 우리, 이 세상에 태어났으니깐 조금만 더 힘을 내서 앞으로 가보아요. 살맛 나는 세상, 충분히 우리가 만들어 갈 수 있어요.
두서 없이 힘만 내자는 글 읽어 주셔서 감사해요. 그리고 사랑해요 여러분. 그리고 진짜 마지막으로, 힘내요.

We'll Carry On."
