content_names,content_dates,content_hits,content_coms
10,2017-06-07 20:09:40,3,"#5316번째속삭임 #사는얘기

룸메가 발냄새가 심하면 어떡해여?
아니 심한건 상관없는데 신던양말을 왜 제 코에 가져다대면서 맡아보라하고 혼자 깔깔대는지 노이햌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

하지말라해도 계속함; 아오 한대갈기고싶다"
11,2017-06-07 20:09:18,1,"#5315번째속삭임 #사는얘기

전 외모지상주의와는 거리가 먼 줄 알았는데...오늘 카페에서 얼굴 빻...빵으로만그신 분들이 욕을 엄청...엄청...하시니깐 정말 자리를 옮기고 싶을만큼 듣기도 보기도 싫더라고요.....전자 때문일까요...후자때문일까요....뚝배기 깨버리고 싶었어요...심지어 카페에서 몇명이서 왔으면서 주문도 안해....다시는 그 카페에 안오셨으면!"
12,2017-06-05 21:26:16,97,"#5306번째속삭임 #취미생활

《병:준》( V , Obj ) [~하다] [~을] 
수업을 가지 않거나 , 강의의 과제를 성실하게 하지 아니하다.
(예 : 오늘 수업 《병:준》하고 싶다.
오늘 《병:준》(을) 할까?)"
13,2017-06-05 21:23:05,6,"#5302번째속삭임 #노답

금요일 통금 없앴더니 신관앞에서 새벽3시넘어서까지 정모하고있냐; 
자는 사람들 방해할 정도로 시끄럽게 떠드는건 어디서 배운 교육이냐;; 
스스로 가족 얼굴에 먹칠하지말고 개념좀 탑재하고살아라 개민폐 새끼들아"
14,2017-06-05 21:14:05,0,"#5298번째속삭임 #노답

스노우그켬"
15,2017-06-05 21:13:41,1,"#5297번째속삭임

사람 처지 좆같게 만들어놓고선 재밌어하는 듯한 이 느낌은 뭐죠? 너네 때문에 힘든 건 사실인데, 너네가 날 배신했는데 난 아직 좋아해서 힘든 게 아니라 너넬 생각하기만 해도 죽이고 싶으니까 힘든거야! 눈앞에 나타나기만 해 진짜 벽돌로 머리 찍을 수 있으니깐 ㅎㅎ"
16,2017-06-03 22:33:48,1,"#어대숲분실물

밥말리 이어폰 검은색선에 검은색 이어플러그에 금색 약간 섞여있고 아이폰 연결 잭 꽂혀있는 이어폰 분실했는데 소유하고 계신분 있으면 댓글 달아주시면 안될까요 ㅠㅠ 그거 산지3일 됐는데 잃어버려서 마음이 너무 아프네요. 삼구포차 아래 우리집이나 대학당구장에 놓고온것같은데 둘다 가봐도 없어서 여기올립니다 찾아주세요"
17,2017-06-03 22:33:27,5,"#5294번째속삭임 #성대교내이슈

디도1층에 팀플공간 도대체 왜만든거에요?? 어떤사람 대갈빡에서 나온 아이디어임? 팀플은 디도5층이나 디도 룸빌리거나 카페가거나 생공관1층 기학관1층에서 하지 왜 민폐끼치게 디도1층에 이딴거만들어놓음??"
18,2017-06-03 22:32:06,4,"#5292번째속삭임 #취미생활

스트레스 해소방법
롯데타워 123층 전망대 고고씽~
엘베가 이렇게 스릴있을줄이야 우와~"
19,2017-06-03 22:31:49,0,"#5291번째속삭임 #사는얘기

망할 부동산투기하는 양아버지땜에
문행도못받고 망할 장학재단땜에 장학금 다 날렸네 ㅡㅡ"
20,2017-06-03 22:29:36,0,"#5285번째속삭임 #연애

그렇게 살지마 
ㅅㅂ. 
너를 만난건 후회가 절대 안되지만
너한테 마음준거는 후회된다."
21,2017-06-02 23:19:07,8,"#5283번째속삭임

ㅈㅎㅈ 너 반수 한다며... 가지마"
22,2017-06-02 23:09:48,3,"#5280번째속삭임 #성대교내이슈 

****대 전공중에 한 과에 재학중이에요. 저희과 교수님 중에 여학생 어깨에 손 올리는거 아무렇지 않게 생각하는 교수님이 계세요. 지나가다 몇번 봐서 피해야겠다 생각했는데 제가 이분 수업을 듣거든요. 끝나고 수선관에서 내려가는데.. 아 별건 아닌거 같은데 팔을 친다고 하기도 뭐하고 만진다고 하기도 뭐한 상태로 건드리시는거에요 ㅋㅋ 평소에 워낙 젠틀하신 분이라 별 의미 아니라고 생각하고 또 그렇게 생각하려고 애쓰고 있지만 여학생들에게 손대는 거 교수님들 좀 주의해주셨으면 좋겠어요. 

학과 행사에서도 은근 스킨십이 있으시던데 이게 나쁘게 보기도 애매하고 그렇다고 당하는 사람이 기분 좋지도 않은 딱 그정도거든요. 뭐라 말하는지도 모르겠네요. 아 그리고 이 고민을 친한애한테 살짝 다른 방식으로 에둘러 얘기하다가 다른선배가 지나가다가 주워 들었는지, 이쁜애들이랑 잘 지내는 교수님이라고 니가 좋게 생각하라고 우렁찬 목소리로 깔깔대시던데, 선배님^^ 입좀 닫고 사세요. 왜 뇌를 거치지 않고 척수로 말을 하시는지. 생각해보니 제 무난한 학과생활을 위해선 교수님보다 선배를 먼저 계단에서 밀어버려야겠네요^^"
23,2017-06-02 22:59:13,7,"#어대숲흥신소 (22개)

1.
5월 31일 오전 8시 40분쯤 경영관 1층에서 엘리베이터 타신 여자분이 너무 매력있으셔서 글 남겨요.. 흰색 테니스 스커트, 흰색 티셔츠 입으시고 스트레칭 하고 계셨어요. 또 머리 끝에 아주 살짝 민트색 계열 염색이 남아있는 분이셨어요! 남자친구 있으신지 조심스럽게 여쭈어 봅니다..

2.
공대에 김민지씨? 혹시 남자친구 있으신가여? 친해지고 싶어서요 ㅎ
과는 정확히는 모르겠고 기계공 신소재 화공은 아니에요~

3.
14 박윤정씨 예뻐요~ 페북 하시나요><

4.
악꽃 유은주씨 너무 예쁘신데 분위기까지 있어요!!

5.
회계원리 김현표 교수님 들으시는 남자 분중에 키 되게 크고 5/31에 흰티 입고오신분 누군지 알 수 있을까요 쪽지 나눠줄때 순서는 이름이 이찬? 이신거 같은데 확실하진 않아요!.

6.
김동환 교수님 화공계산 수업듣는 아리따운 16학번 킹고응원단 여성분!  한학기동안 수업듣는 내내 행복했어요! 수업시간에도  밝고 무엇보다 웃으시는 모습이 너무 이쁘세요ㅠ 마지막 수업때 연락처 물어보고 싶었는데 뒤도 안돌아보고 너무빨리 나가셔서 못 물어봤어요ㅠㅠ 제 이상형이에요!!

7.
화학과 16학번 이서영씨 완전 제스탈이에요!! 남자친구있나요??

8.
공학계열 17 김소희씨 남자친구 있나요? 연락하고싶어요 ㅎㅎ

9.
회계원리 ㄱㅎㅍ 앞자리 앉으시는 조수현씨 예뻐요ㅠㅠㅠㅠ

10.
오늘 사입 박형민 교수님 수업에서 발표한 찬성팀 조장님 누군지 알 수있을까요...! 말 잘하시고 멋지세요..ㅎㅎㅎㅎ

11.
수요일 비즈니스영어 다인리듬 듣는여학우님이신데 머리빨간빛 염색하셨고 키크지는않으시구 오늘 보라빛나는남방입고오셨어요 
맨 왼쪽분단 첫번째 조셨어요! 
경영학과신것같던데.. 최종범투자론도들으시는것같던데 혹시 남자친구있으신가여

12.
인문과학계열  17학벙인유림학우님남친있으신가요?!!!! 

13.
다인리듬 비영듣는 학우분인데 한국분은아니신것같은데..그 중간첫번째조! .2조세요! 그 여자분이신데 키좀크고 언어4개국어하신다는분인가.... 혹시 2조분들계시면 그분..남자친구계신지아시나여 아..넘나제스타일이신뎅 ㅠㅠㅠㅠㅠ  

14.
이산수학 김지우? 김지효? 남친있나요?

15.
17학번 Elc ㅂㅈㄱ 는 부족한게뭘까요...
이미 외모는 김수현에 꿇리지 않으며 총장배 축구대회에서 팀을 결승까지 이끌어간 핵심선수입니다. 또한 남들보다 두발짝은 앞으로나와야 비로소 밸런스가 맞춰지는 머리크기, 아이와 놀아주는 것을 좋아하는 따뜻한 마음씨와 프로그래밍 과제쯤은 손쉽게 해결하는 명석한두뇌를 지니고 있습니다... 너무너무 대단한 친군데 여친이 없어성 카테고리는 분실물! 빨리 친구의 분실물을 찾아주세요 ㅠㅠ 

16.
오늘(31일) 3시쯤 1과학관으로 들어가신 청원피스 여성분 아름다우시던데 찾을 수 있을까요..??

17.
혹시 명륜에 손연재+아오아 최유정 닮은분 있으면 친구분들 태그해주세요ㅠㅠ 잘 기억은 안나는데 느낌은 아마 맞았던거같네요.. 머리는 아마 노란색? 계통으로 염색하셨는데...
무슨 엄마찾아 삼만리 하는거같네요ㅎㅎ

18.
익명이요 오늘 6시반 화학공학실험에 오신 흰색 테니스 스커트에 반묶음 머리 하신 여성분 찾고싶어요!! 진짜 이상형이신데 실험 중간에 가버리셔서ㅠㅠ 혹시 남자친구 있는지 묻고싶어요 그리고 원래 이 시간에 실험하시는분 아닌거 같았어요!

19.
기계공학부 ??학번 여성분 너무 제 스타일이신데요. 요즘은 하늘색 털같은 귀걸이끼시고 있고 지난번에 간식 나눠줄때 보니 학생회이신것도 같은데 혹시 남자친구 있으신가요~~ 

20.
오늘 셔틀타는데에서 100원드린 여성분 지각안하셨나요!! ㅎ

21.
소프트 17 황석진 졸귀에요!! 연락하고 싶은데 태그해주세요 ㅠㅠ

22.
16 바메 박태준 너무귀여워용~~~!!헤헷"
24,2017-06-02 22:53:24,8,"#5278번째속삭임 #노답

친구야 남자좀 그만 밝혀.....진짜 니랑 만나면 남자얘기밖에 안해서 할 말이 없어 근데 난 니 연애사 관심 없어.....미팅이든 소개팅이든 니 좆대로 해 근데 나한테 떼쓰지좀 마 안생긴다고 나한테 찡찡대지도 마 니가 별론가보지 나같아도 니같은애 별로야 진짜;;;지금 연락하는 사람하고 제발 사귀길 바라 존나 찡찡대는 거 듣기 싫으니까 그리고 자꾸 내가 연락하는 남자 궁금해하고 스펙 캐내면서 은근히 좆같게 구는데 진짜 오함마로 아구창 깨고싶으니까 걍 닥쳐 제발...그분이든 나든 후려치기도 그만해 니가 아무리 후려쳐도 바뀌는 거 하나도 없는 거 알잖아 제발 열폭좀하지마 그리고 내 시험 점수 묻지좀 마 물어봐서 말해주면 왜 표정 썩혀ㅋㅋㅋㅋㅋㅋ너보다 잘봐서 배아파? 그럼 니가 공부를 해;;"
25,2017-06-02 02:57:32,1,"#5277번째속삭임 #사는얘기

내 친구 마음에 대못 박고 쓰레기들끼리 사귀고 있는 바퀴벌레 두마리야. 어차피 쓰레기들이 만났으니 구구절절 긴 말은 필요없는 것 같고, 너네가 걸린 완치도 안되는 성병 다른 사람한테 옮기지 말고 그대로 쭉 결혼까지 하길 바래! 성대까지 와서 왜 그렇게 사니.. 같은 학교인게 부끄럽고 안믿길 정도다."
26,2017-05-31 11:00:24,11,"#5266번째속삭임 #사는얘기

요즘 SNS 그리고 심지어 오프라인에서조차 '뚝배기 깨버리고싶다' 라는 말이 자주 들린다. 많은 사람들이 알다시피 그 말은 아주 몰상식하고 교양없는 한 배달원의 문자에서 시작되었다. 우리는 타인이기에 그저 웃어넘길수있는 그 말이 누군가에게는 아주 공포스러운 말이 됬을수도 있을것이다. 나는 이 말이 굉장히 무서운말이고 혐오스러운 말이라고 생각한다. 그리고 정말 솔직한 심정으로 이렇게 무식하기 짝이 없는 말이 어디있나싶게 느껴진다. 말이 사람을 보여주는 상황이 많다. 우리는 말때문에 웃고 울고 괴로워한다. 말을 하기전에 좀 더 신중해질 필요가 있지 않을까.

# 스물다섯 화석의 혼잣말"
27,2017-05-31 10:58:07,21,"#5264번째속삭임 #연애

안녕하세요 저는 말썽둥이 룸메를 둔 한 여자입니다. 다름이 아니고요, 이주전부터 제룸메가 미쳐갑니다. 맨날 잠에 들기전에면, 한 남성분의 드럼 영상을 틀어 놓고는 좋아라 봅니다. 표정보면,, 가관입니다 행복해 미쳐합니다.... ㅠㅠ 그러고는 침대를 팍팍내리치고는 난리납니다.... 제발 영상속의 드러머님.. 누군지는 모르겠지만 제 룸메좀 데려 가주세요 ㅠㅠㅠ제 룸메가 더 미쳐가는걸 보고 있을 순 없어요 ㅠㅠ"
28,2017-05-30 18:15:08,13,"#5258번째속삭임 #질문

소곱창 무한으로 리필해주는곳 추천점 해주세요 싸고 질좋은곳 서울이나 수원 근처로.. 엘씨동기들이랑 제대로 조지고 오겠습니다"
29,2017-05-30 14:37:23,4,"#5255번째속삭임 #노답

 친구가 너무 한심해요... 아직 22살밖에 안됐는데 6살이나 많은 사람이랑 사귀고 있는 것도 그렇고, 당연히 결혼할거라고 믿고 있는 것도 안쓰러워요ㅜㅜ 남자분 페북 인스타 보니 여자 좋아하시는게 딱 싸이즈 나오시던데 결혼이라니.. 사귀기 전부터 말렸는데 요즘은 머릿속에 온통 졸업하고 결혼할 생각밖에 없는것같아요... 저러다 깨지면 또 저랑 울면서 술마시겠죠 휴 뭐하는걸까요 저게ㅠ"
30,2017-05-30 00:00:45,5,"#5252번째속삭임 #연애

깊은 고민이 있어 이렇게 글을 써요.
한 번도 대숲에 글을 써본적도, 한 번도 이런 감정을 느껴본 적도 없습니다.
꽤 오래 전 학기초 부터 동아리 내에서 좋아하는 친구가 생겼습니다. 친해지고 싶어서 먼저 다가갔고 자주 연락하고, 친해지는데 성공했어요. 그 친구도 저를 정말 좋은 친구로 생각해줘서 기뻤습니다.
 그렇게 지내면서 단 둘이 영화도 몇 번 볼 일이 생기고, 밥도 자주 같이 먹고, 연예인 콘서트도 같이 예매해서 보기도 하고 방학때 여행 계획도 짜고 함께하는 일이 많아지면서 그 친구가 점점 더 깊이 좋아지기 시작했고 지금은 몇 주일 째 하루종일 그 친구 생각밖에 하지 못하고 있습니다. 짧게 여자친구를 사귀긴 했지만 이런 감정은 처음인거 같아요. 제가 남중 남고에 공대까지 나와서 어떻게 표현해 드리면 될 지 모르겠는데, 걔가 물에 빠지면 뛰어들어서 제 목숨을 버릴 수 있을 정도에요.
 그 친구는 저를 이성으로 좋아하고 있는 것 같지 않아서 혼자 감추고 지내려 했습니다. 근데 얼마 전 그 친구가 남자친구를 소개받는다는 소식을 듣고 정말 말도 안되는 상실감을 느끼면서 멍청한 판단력으로 좋아한다고 고백을 해 버렸습니다.
 결과는 좋지 않았어요. 그 친구도 저를 소중하게 생각하지만 헤어지게 되면 저와 관계가 끝날까봐 싫다는 것입니다. 제가 눈치가 없긴 하지만 제가 남자로 보이지 않아서 하는 말이라 생각해요. 그 친구가 착해서 이정도로 완곡하게 거절당했습니다.  
 고백이 거절당한 후에도 서로 잘 이야기한 후 친구로 지내고 있습니다. 저도 최대한 감추고 드러내지 않으려고 노력하고 있어요. 
 근데 요즘 도저히 아무런 일이 손에 잡히질 않습니다. 반 년 후면 군대에 들어가야 하고, 그 친구와 볼 날은 얼마 남지 않았어요. 너무 좋아하니까 점점 집착하게 되는 것 같고 집착은 분명 그 친구를 힘들어 하게 할 거에요. 혼자 집에서 끙끙 앓으며 반나절을 울기도 했습니다. 초등학교 3학년 이후로 울어본 적은 처음이네요. 나이 21살 먹고 네이버에 '여자가 호감가는 남자행동' 을 검색하기도 했습니다....
 제가 인정하고 포기하고 시간을 약으로 삼는게 그 친구에게 가장 좋은 일이란 걸 압니다. 그런데 그게 마음대로 되질 않습니다. 제가 정말 이기적인 것 같아요.
여러분들 중에 저랑 같은 경험을 하신 분들이 몇 분 있을거라 생각해요. 지금부터 다시 조금씩 부담스럽지 않게 노력하면 그 친구도 언젠가 제 마음을 받아줄 수 있을까요?"
31,2017-05-29 17:56:31,2,"#5247번째속삭임 #저격 #노답

그렇게 안봤는데 ㅋㅋㅋㅋㅋㅋㅋㅋ 
진짜... 끼리끼리 사귀네..
응 너희의 환승연애 아주 대단해~~
최소한의 양심이 있다면 그럼 안되지 ㅋㅋㅋㅋ
욕 먹을까봐 비밀연애? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
뭣도 모르고 아직도 힘들어하고 있는
니 전애인이 불쌍하다"
32,2017-05-29 17:45:15,0,"#5242번째속삭임 #19금
*
*
*
*
*
*
*
*

시발 나도 섹스하고싶다."
33,2017-05-28 22:40:22,5,"#5239번째속삭임 #19금
*
*
*
*
*
*
*
*
22살 아다 실화냐 시발"
34,2017-05-28 19:18:47,2,"#5233번째속삭임 #노답 #저격

1.
진짜 보기 거북하다. 얼마 안지나서 새 애인 만들었으면 그냥 조용히 있어. 전애인 뒷담ㅋㅋㅋㅋㅋ 시간낭비였다고, 의무로 사귄거라고 왜 말하고 다니냐 새로 만든 애인 너무 좋으면 전애인은 그냥 냅둬라. 너 표정보면 되게 행복해 보이긴 하는데, 지금이랑 걔랑 처음 사귈 때랑 똑같아. 응 환승맞아 니 전 애인 개불쌍해

2.
ㅉㅉ...쪼다들. 다 관심 없고 캠퍼스 라이프 젤 좆같은 새끼갘ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나 우끼네ㅅㅂ

3.
너 그러는거 참 유치하고 중이병같애

4.
ㅋ 불편해하는사람이 나말고 존나많다니깐?? 꺼져.

5.
성격좀고쳐 ㅅㅂㄴ아
무슨 사춘기겪는 애새끼도 아니고 몇번씩 왔다갔다하니

p.s. 호의가 계속되면 권리인줄 알아요"
35,2017-05-28 19:15:34,1,"#5232번째속삭임 #연애

1.
너한테 뭐하냐고, 시간되냐고 물어보는 거 이제 안할게. 그냥 포기할게.

2.
얘랑 있으면 얘가좋고 쟤랑 있을땐 쟤도 좋고 금사빠여가지고 재지않고 금새 좋아하게되는데 문제는 여러사람이 동시에 다좋네요 이걸어쩐담

3.
부럽다...니 새여친...

4.
용기낼게 잡혀줬으면좋겠다"
36,2017-05-28 19:11:22,5,"#5231번째속삭임 #어숲지기에게

어대숲 관리자 일 바짝바짝안하냐 시발거"
37,2017-05-28 19:08:43,0,"#5228번째속삭임 #노답

어제 수원의 한 대학교 근처 피시방에서 친구분인지 본인인지는 모르겠지만 의자와 바닥에 토하고 도망가신 반도체시스템공학과 ***씨 그 공간에 같은 학교 학생이 있었을 거라곤 생각도 못하셨겠죠?? 그 자리 근처에서 게임하시는 분들과 남의 토 냄새맡으면서 치워야하는 알바생의 입장은 생각도 안하십니까?? 조금이라도 치우고 가셨으면 모르는데 토하고 조용히 도망가시는 거 다 봤습니다. 그렇게 살지 마세요."
38,2017-05-28 19:07:27,6,"#5226번째속삭임 #사는얘기

왜 나 아싸에요ㅠㅠㅠㅠㅠ

다음학기에 무슨 동아리를 들어가야 아싸 탈출인가요 :-(
저 좀 데려가여 율저너들!!"
